hours-per-week,age,capital-gain,capital-loss,workclass,education,education-num,marital-status,relationship,race,gender,native-country,income,occupation
0,2,0,0,0,5,0,0,1,4,0,39,3500,0
1,2,0,0,4,5,0,2,0,4,1,5,27072,8
0,0,0,0,4,15,1,4,3,4,0,39,5013,1
1,1,0,0,4,14,2,2,0,1,1,19,99999,10
0,2,0,0,0,11,0,2,5,4,0,39,85584,0
1,1,0,0,4,7,2,2,0,4,1,39,99999,4
0,2,0,0,4,15,1,0,1,4,1,39,34325,3
1,0,0,0,4,9,2,4,1,4,1,39,50475,4
0,0,0,0,4,9,2,4,1,4,1,39,31300,12
0,0,0,0,4,15,1,4,1,4,1,39,16300,1
0,0,0,0,4,15,1,4,1,4,1,39,10000,10
0,1,0,0,4,11,0,4,1,4,1,39,35285,1
0,2,0,0,4,11,0,6,1,4,1,39,19183,8
0,2,0,0,4,15,1,2,0,4,1,0,20808,8
1,1,0,0,4,9,2,0,1,4,0,39,61132,4
0,0,0,0,4,7,2,0,1,4,0,39,18525,1
0,0,0,0,4,7,2,4,1,4,1,39,9000,3
1,0,0,0,4,11,0,4,1,4,1,39,13500,7
0,2,0,0,6,11,0,0,1,4,1,39,7500,10
1,1,0,0,4,7,2,0,4,4,1,39,36000,4
1,2,0,0,5,12,2,2,0,4,1,39,99999,4
0,0,0,0,0,15,1,4,3,4,0,39,2000,0
0,1,0,0,4,8,2,2,0,2,1,39,60398,10
0,2,0,0,1,15,1,2,0,4,1,39,38632,1
0,0,0,0,4,9,2,4,3,4,1,39,10000,10
0,1,0,0,4,11,0,2,0,4,1,0,36050,10
1,2,0,0,4,12,2,2,0,4,1,39,88631,10
1,1,0,0,4,11,0,2,0,4,1,39,62600,4
0,1,0,0,4,2,0,2,0,4,1,39,38500,14
0,1,0,0,4,11,0,2,0,4,1,39,17312,3
0,0,0,0,4,15,1,4,3,4,0,39,2500,12
0,1,0,0,4,4,0,3,4,4,1,26,6000,5
0,1,0,0,4,5,0,3,2,4,1,26,6000,5
0,0,0,0,4,4,0,4,2,4,1,26,6000,5
0,0,0,0,4,5,0,2,2,4,1,26,12000,5
0,1,0,0,4,4,0,3,1,4,1,26,6000,5
0,0,0,0,4,11,0,2,0,4,1,39,40563,3
0,2,0,0,4,15,1,2,0,2,1,39,64462,12
1,2,0,0,5,15,1,2,0,4,1,39,77486,4
0,1,0,0,4,9,2,0,1,4,0,39,30650,12
0,2,0,0,5,9,2,2,0,4,1,39,50001,12
0,0,0,0,4,9,2,2,5,4,0,39,36328,8
1,1,0,0,4,9,2,2,0,4,1,39,99999,12
0,2,0,0,4,9,2,4,1,4,1,39,72662,10
0,0,0,0,4,7,2,4,1,4,1,9,30100,12
1,2,0,0,6,2,0,0,1,4,0,39,12550,12
0,2,0,0,4,9,2,0,4,4,1,39,50602,12
0,1,0,0,4,8,2,2,0,4,1,2,26260,10
0,0,0,0,4,15,1,4,3,4,1,2,1400,8
0,2,0,0,4,11,0,5,1,4,0,39,22511,12
1,1,0,0,2,9,2,5,1,4,0,39,52556,10
0,2,0,0,6,7,2,4,1,4,0,39,43610,12
0,1,0,0,4,10,2,2,0,1,1,0,29000,10
0,1,0,0,5,11,0,0,4,4,1,39,30350,4
0,0,0,0,4,9,2,5,1,1,1,30,70040,10
0,0,0,0,4,11,0,4,4,4,0,39,1000,8
0,0,0,0,4,5,0,4,1,4,1,39,10000,3
1,1,0,0,6,7,2,3,1,4,1,39,20000,5
1,1,0,0,4,14,2,2,0,4,1,39,99999,10
0,0,0,0,4,15,1,4,3,4,0,39,1800,1
0,0,0,0,0,15,1,4,3,4,1,39,2767,0
0,2,0,0,0,7,2,3,1,4,0,39,3000,0
0,0,0,0,4,15,1,0,4,4,1,39,20020,13
0,1,0,0,0,15,1,4,2,4,1,39,17020,0
1,2,0,0,4,15,1,2,0,4,1,39,78462,3
0,2,0,0,0,11,0,0,1,4,0,39,18000,0
1,2,0,0,6,11,0,3,1,4,1,39,33000,4
0,1,0,0,4,8,2,2,0,4,1,39,53662,3
0,0,0,0,4,9,2,4,1,4,0,39,8320,1
1,0,0,0,4,9,2,4,1,4,1,23,18000,12
1,0,0,0,4,15,1,4,1,4,1,39,28500,4
0,0,0,0,2,15,1,2,0,4,1,39,28000,11
1,0,0,0,4,9,2,2,5,4,0,39,60578,12
0,2,0,0,1,11,0,2,0,2,1,39,99999,1
1,2,0,0,4,15,1,2,0,4,1,39,85480,12
0,1,0,0,4,11,0,2,0,4,1,39,16020,6
1,1,0,0,4,15,1,0,4,4,1,39,19100,7
0,1,0,0,4,15,1,2,0,4,1,39,42000,3
0,0,0,0,4,11,0,2,0,4,1,39,43000,1
0,2,0,0,4,5,0,0,1,4,0,39,14320,3
0,0,0,0,4,6,0,2,5,4,0,39,25160,7
0,1,0,0,4,2,0,4,1,2,1,39,18650,14
0,1,0,0,2,15,1,0,4,2,0,39,20002,1
0,1,0,0,4,11,0,2,0,4,1,39,6000,6
0,2,0,0,4,15,1,2,0,4,1,39,99999,10
0,1,0,0,4,11,0,0,1,4,1,39,22000,5
0,0,0,0,0,11,0,6,4,4,0,39,5500,0
0,2,0,0,0,11,0,2,0,4,1,39,12450,0
0,1,0,0,4,11,0,0,1,4,1,39,21000,1
1,2,0,0,2,9,2,0,1,4,1,39,49500,10
0,2,0,0,4,9,2,2,0,4,1,39,92852,4
0,0,0,0,0,11,0,4,3,4,1,39,6000,0
1,2,0,0,4,8,2,2,0,4,1,39,88951,3
1,0,0,0,4,11,0,4,2,4,1,39,40029,12
1,1,0,0,5,15,1,2,0,4,1,39,77550,4
0,0,0,0,0,15,1,4,3,4,1,39,1700,0
0,1,0,0,4,15,1,2,5,3,0,33,42412,10
0,2,0,0,4,11,0,0,1,4,0,39,22954,8
1,2,0,0,4,8,2,0,1,4,0,39,13263,12
1,0,0,0,4,15,1,4,1,4,0,0,22000,1
1,0,0,0,4,7,2,4,1,4,1,39,29646,13
0,1,0,0,2,7,2,2,0,4,1,39,57000,4
1,1,0,0,4,15,1,2,0,4,1,39,61178,12
1,2,0,0,6,15,1,2,0,4,1,39,22760,12
0,0,0,0,0,15,1,4,3,4,0,39,4281,0
0,2,0,0,4,14,2,2,0,4,1,39,74044,10
1,1,0,0,4,9,2,2,0,4,1,39,85555,12
0,1,0,0,6,10,2,2,0,4,1,2,87100,10
0,2,0,0,4,15,1,2,0,2,1,39,30267,3
0,0,0,0,4,15,1,4,1,4,1,39,4000,8
0,0,0,0,4,15,1,4,1,4,1,39,11963,8
1,0,0,0,4,12,2,4,1,4,1,39,46600,4
1,0,0,0,4,8,2,2,0,4,1,39,61250,10
1,2,0,0,0,11,0,2,0,4,1,39,82841,0
0,1,0,0,4,11,0,2,0,4,1,5,76000,12
1,2,0,0,5,15,1,2,5,4,0,2,60393,12
0,2,0,0,4,11,0,0,1,4,0,39,50742,4
0,1,0,0,4,15,1,2,5,4,0,39,6472,1
0,0,0,0,4,15,1,4,3,4,1,39,2500,12
0,0,0,0,4,11,0,4,3,4,1,39,9004,1
0,1,0,0,6,9,2,2,0,4,1,39,73398,4
1,0,0,0,4,7,2,4,3,2,1,39,34575,7
1,0,0,0,4,15,1,0,1,4,1,39,9106,12
1,0,0,0,4,15,1,4,1,4,1,16,8000,4
1,2,0,0,4,15,1,0,1,4,0,39,24000,1
1,1,0,0,5,11,0,2,0,4,1,39,62978,3
0,1,0,0,4,15,1,2,0,4,1,39,64503,12
1,0,0,0,4,11,0,4,1,4,1,39,9228,8
1,1,0,0,4,12,2,2,0,4,1,39,72484,12
0,2,0,0,2,9,2,2,5,4,0,39,55272,10
0,0,0,0,4,11,0,4,3,4,1,39,4000,8
0,0,0,0,4,15,1,4,3,4,1,39,15000,3
0,0,0,0,4,9,2,2,5,2,0,39,13936,1
1,2,0,0,4,5,0,4,2,2,1,39,18200,10
0,2,0,0,4,5,0,6,4,2,0,39,15000,7
0,0,0,0,0,2,0,4,2,2,1,39,1892,0
0,1,0,0,4,11,0,2,3,2,0,39,48080,3
0,2,0,0,4,11,0,5,4,2,0,39,9125,8
0,0,0,0,4,8,2,4,3,2,0,39,8400,1
0,2,0,0,4,1,0,5,4,2,0,39,9727,1
0,2,0,0,4,6,0,6,1,4,0,39,11162,12
0,0,0,0,4,15,1,2,5,4,0,39,15350,1
0,1,0,0,4,9,2,2,0,2,1,39,73400,10
0,2,0,0,6,15,1,0,1,4,0,39,10146,14
1,2,0,0,4,15,1,4,4,4,0,39,19000,4
1,1,0,0,4,15,1,0,2,4,0,39,19000,4
0,1,0,0,4,11,0,4,1,4,1,39,53651,1
0,1,0,0,4,5,0,0,4,4,0,39,23605,13
0,0,0,0,4,15,1,4,1,2,1,39,3152,6
0,0,0,0,4,7,2,4,1,4,0,39,5000,1
1,0,0,0,4,9,2,4,1,4,1,39,45800,12
0,0,0,0,4,11,0,4,1,4,1,33,11110,4
0,0,0,0,4,7,2,4,1,4,1,39,31425,12
0,2,0,0,4,8,2,6,1,4,0,39,4143,12
1,2,0,0,2,12,2,0,1,4,0,39,47400,4
0,1,0,0,4,15,1,2,0,4,1,39,19542,12
0,0,0,0,4,15,1,0,1,4,0,39,29000,13
0,0,0,0,4,15,1,0,1,4,1,39,25327,3
0,0,0,0,4,0,0,4,1,4,1,39,14560,3
0,0,0,0,4,0,0,4,1,4,0,39,15000,1
0,1,0,0,4,0,0,5,4,4,0,39,14930,3
1,1,0,0,4,9,2,4,1,4,0,39,46770,4
0,0,0,0,4,15,1,4,3,2,1,28,6300,8
0,0,0,0,4,15,1,4,1,4,0,39,5000,8
1,0,0,0,2,15,1,4,1,4,1,39,30836,12
0,1,0,0,1,11,0,2,0,4,1,39,29600,1
0,2,0,0,4,15,1,0,4,4,0,39,14949,8
0,0,0,0,4,6,0,4,3,4,0,39,1054,12
0,2,0,0,4,15,1,2,0,4,1,39,19917,12
0,2,0,0,4,15,1,0,4,4,0,39,27200,12
0,0,0,0,4,15,1,4,3,4,1,39,8000,12
0,2,0,0,6,12,2,2,0,4,1,39,61200,12
1,2,0,0,2,11,0,2,0,4,1,39,37752,3
1,2,0,0,5,15,1,0,1,4,1,39,34800,3
0,1,0,0,4,11,0,4,1,4,0,39,15000,8
1,2,0,0,4,15,1,2,0,4,1,39,66400,12
0,0,0,0,4,7,2,2,5,4,0,39,88500,10
1,0,0,0,4,15,1,2,0,4,1,23,51014,4
1,0,0,0,4,7,2,3,1,4,1,39,36044,3
0,0,0,0,4,7,2,2,5,4,0,39,33641,13
0,1,0,0,4,11,0,6,3,4,0,39,8971,1
0,1,0,0,2,7,2,2,0,4,1,39,50030,10
0,1,0,0,1,15,1,2,5,4,0,39,72914,14
0,1,0,0,4,1,0,2,0,4,1,39,23300,6
0,2,0,0,5,11,0,2,0,4,1,39,16522,8
0,2,0,0,4,11,0,2,0,4,1,39,18812,8
0,0,0,0,4,15,1,4,3,4,0,39,3420,8
0,2,0,0,4,8,2,2,0,4,1,11,95470,4
1,1,0,0,4,15,1,2,0,4,1,39,33427,10
0,1,0,0,4,11,0,5,4,2,0,39,3940,1
0,2,0,0,2,9,2,0,1,2,0,39,30950,10
1,2,0,0,5,14,2,2,0,4,1,39,99999,10
0,2,0,0,2,15,1,2,0,4,1,39,54606,10
0,1,0,0,4,11,0,2,0,4,1,39,40125,3
1,1,0,0,4,7,2,0,1,4,1,39,27000,10
1,0,0,0,4,11,0,4,1,4,0,39,17000,10
0,1,0,0,4,15,1,0,4,4,0,39,30417,1
0,0,0,0,4,2,0,4,3,4,1,39,5238,10
0,2,0,0,4,9,2,5,4,4,0,39,30510,1
0,1,0,0,4,11,0,0,4,4,1,39,41506,3
0,1,0,0,4,6,0,0,1,4,1,39,12000,3
0,0,0,0,4,0,0,2,0,4,1,39,22158,7
0,2,0,0,7,9,2,6,1,4,1,39,12456,1
1,2,0,0,4,15,1,2,0,4,1,39,60000,3
0,2,0,0,4,0,0,2,0,2,1,39,32133,7
0,2,0,0,6,14,2,2,0,4,1,39,11409,10
0,2,0,0,6,14,2,2,5,4,0,39,99999,12
0,0,0,0,4,9,2,4,1,4,0,39,38670,13
1,2,0,0,5,12,2,0,4,4,1,26,99999,10
1,1,0,0,5,9,2,0,1,4,0,39,61936,13
0,2,0,0,5,11,0,2,0,4,1,39,99999,4
0,1,0,0,4,11,0,0,4,4,0,39,8830,1
0,1,0,0,4,11,0,0,1,4,1,39,11550,3
1,1,0,0,4,11,0,5,4,4,1,39,14462,3
0,2,0,0,4,11,0,2,0,4,1,39,66022,3
0,1,0,0,0,11,0,2,0,4,1,39,27900,0
0,1,0,0,6,9,2,2,0,4,1,39,31407,4
0,2,0,0,2,1,0,2,0,4,1,39,20712,14
0,0,0,0,4,1,0,4,3,4,1,39,3400,3
0,1,0,0,4,7,2,5,1,2,0,39,12502,12
0,2,0,0,4,9,2,0,1,4,0,39,45992,12
1,2,0,0,4,11,0,2,0,4,1,39,43080,3
1,1,0,0,4,9,2,2,0,4,1,39,94218,4
0,0,0,0,4,11,0,4,3,4,1,39,9154,8
1,1,0,0,4,11,0,2,0,4,1,39,46113,14
0,1,0,0,4,11,0,2,0,4,1,39,40038,3
0,2,0,0,1,8,2,2,0,4,1,39,34540,3
0,2,0,0,4,6,0,0,1,4,1,39,13201,14
0,2,0,0,4,11,0,6,1,4,0,39,14000,3
1,2,0,0,4,9,2,2,0,4,1,39,49450,4
1,2,0,0,4,11,0,2,0,4,1,39,30400,12
1,2,0,0,4,9,2,4,1,4,1,39,90100,4
0,1,0,0,4,11,0,0,4,4,0,39,32500,1
0,1,0,0,4,11,0,2,0,4,1,11,47400,3
0,2,0,0,4,15,1,6,4,4,0,39,6300,12
1,0,0,0,0,11,0,0,3,4,1,39,32050,0
0,2,0,0,4,11,0,2,0,4,1,39,12844,6
0,2,0,0,6,11,0,2,0,4,1,39,30669,4
1,1,0,0,4,15,1,2,0,4,1,39,88130,4
0,0,0,0,4,0,0,4,3,4,0,39,1994,12
1,1,0,0,4,11,0,5,1,4,1,39,22001,13
0,1,0,0,2,11,0,0,1,4,0,39,21815,1
1,2,0,0,6,11,0,2,0,4,1,39,9000,3
0,2,0,0,4,11,0,4,1,4,1,39,43000,3
0,1,0,0,6,11,0,3,1,4,0,39,3001,3
0,1,0,0,7,11,0,2,5,4,0,39,57500,10
0,0,0,0,4,15,1,4,3,4,1,39,9200,13
1,0,0,0,4,15,1,2,0,4,1,39,23220,12
0,0,0,0,7,15,1,4,4,2,0,39,5900,1
0,0,0,0,7,15,1,0,4,2,1,39,9631,1
0,2,0,0,4,9,2,2,0,4,1,39,14908,10
0,2,0,0,4,8,2,5,3,4,0,39,18916,10
0,0,0,0,4,11,0,4,3,4,0,39,8422,1
1,1,0,0,4,9,2,3,1,4,0,39,65550,4
0,2,0,0,6,9,2,0,1,4,0,39,10200,8
0,0,0,0,7,7,2,2,0,4,1,39,12132,1
0,1,0,0,1,15,1,0,4,2,0,39,14500,1
0,1,0,0,2,11,0,4,4,2,0,39,9012,14
0,2,0,0,0,6,0,0,1,4,0,39,28502,0
0,1,0,0,7,9,2,2,0,4,1,39,87602,1
0,0,0,0,4,11,0,2,0,4,1,39,29868,4
1,2,0,0,4,11,0,2,0,4,1,39,70050,12
0,0,0,0,4,8,2,2,2,4,0,2,58050,13
0,0,0,0,0,15,1,4,1,1,0,39,5200,0
0,1,0,0,2,11,0,2,0,2,1,39,26346,6
0,1,0,0,4,11,0,2,2,2,0,39,12000,8
0,0,0,0,4,15,1,2,0,4,1,39,14405,7
1,1,0,0,4,0,0,0,1,4,1,39,24800,12
0,1,0,0,7,9,2,4,1,4,0,39,44900,4
1,0,0,0,6,7,2,4,1,4,1,39,3520,12
1,2,0,0,2,12,2,0,1,4,0,39,62731,4
0,0,0,0,4,7,2,4,1,4,1,0,1170,13
0,0,0,0,4,9,2,4,1,4,1,39,31620,12
0,0,0,0,4,9,2,4,1,4,0,39,15500,8
0,0,0,0,4,11,0,4,1,4,1,39,10000,8
1,1,0,0,4,9,2,0,4,4,0,39,45577,4
0,1,0,0,4,9,2,0,1,4,0,39,18554,10
0,0,0,0,4,8,2,5,4,2,0,39,22000,13
0,0,0,0,4,11,0,4,1,4,0,39,11500,8
1,0,0,0,4,9,2,2,0,4,1,39,99999,12
1,1,0,0,5,14,2,2,0,4,1,39,99999,10
1,1,0,0,5,15,1,2,0,4,1,39,76500,12
0,0,0,0,4,15,1,4,4,4,0,39,3500,8
0,1,0,0,2,7,2,2,0,4,1,39,22898,5
0,0,0,0,2,8,2,4,1,4,1,39,31250,11
1,2,0,0,4,9,2,0,1,4,0,39,40500,10
0,2,0,0,4,11,0,6,1,4,0,39,28900,4
0,1,0,0,6,11,0,0,4,4,0,39,99999,4
0,0,0,0,4,9,2,4,1,4,1,39,22021,4
0,0,0,0,6,11,0,2,0,4,1,39,24000,3
0,0,0,0,4,15,1,4,1,4,0,39,17569,12
0,1,0,0,4,8,2,4,1,4,0,39,14256,4
0,0,0,0,4,11,0,4,1,4,0,39,15010,8
1,1,0,0,4,0,0,0,1,4,1,39,23400,3
1,2,0,0,6,11,0,0,1,4,1,39,32600,4
0,1,0,0,4,11,0,0,1,4,0,39,35000,12
1,0,0,0,2,11,0,2,0,4,1,39,82100,11
1,1,0,0,4,11,0,2,0,4,1,39,41252,7
0,2,0,0,1,15,1,2,0,4,1,39,36114,1
1,2,0,0,6,15,1,2,0,4,1,39,7118,12
0,0,0,0,0,15,1,4,3,4,1,39,2594,0
0,2,0,0,4,11,0,0,4,2,0,0,10000,10
0,0,0,0,4,6,0,4,4,4,1,39,513,8
0,2,0,0,4,0,0,0,2,4,0,39,4230,1
1,1,0,0,4,9,2,6,1,4,0,39,40577,4
1,0,0,0,4,15,1,4,1,4,1,39,14672,12
1,0,0,0,4,2,0,4,1,4,0,39,20010,12
0,1,0,0,4,15,1,2,5,4,0,39,21435,8
1,0,0,0,4,15,1,5,1,4,1,39,28874,12
1,2,0,0,5,9,2,2,0,4,1,39,93781,4
1,2,0,0,1,9,2,2,0,4,1,39,49739,10
0,0,0,0,4,15,1,4,3,4,0,39,4004,12
0,2,0,0,5,11,0,2,0,4,1,39,13158,4
0,2,0,0,5,12,2,6,1,4,0,39,10684,1
1,2,0,0,4,7,2,2,0,4,1,39,64693,12
0,2,0,0,4,12,2,0,1,4,0,39,4800,4
1,1,0,0,4,15,1,2,0,4,1,39,61450,12
0,2,0,0,6,11,0,6,1,4,1,39,4420,3
1,2,0,0,5,9,2,0,1,4,0,11,15100,12
0,1,0,0,4,11,0,2,0,4,1,39,43528,3
0,0,0,0,4,9,2,4,3,4,1,39,17138,10
1,1,0,0,5,8,2,2,0,4,1,39,30414,8
0,0,0,0,4,11,0,4,1,4,1,39,11961,3
0,0,0,0,4,11,0,4,1,4,0,39,5001,8
0,0,0,0,4,5,0,4,1,4,1,39,9204,5
1,0,0,0,4,11,0,4,1,4,0,39,15000,8
0,0,0,0,4,15,1,4,1,4,0,39,22552,4
0,0,0,0,4,11,0,4,1,4,1,39,20000,3
0,1,0,0,4,7,2,0,4,2,0,39,15010,4
0,0,0,0,4,11,0,2,0,2,1,39,7000,7
0,2,0,0,4,15,1,2,0,4,1,39,56152,3
0,2,0,0,7,15,1,0,4,4,1,39,30000,4
1,0,0,0,4,15,1,2,0,4,1,39,66329,3
1,1,0,0,5,12,2,0,1,1,1,24,99999,4
1,0,0,0,4,15,1,2,0,0,1,39,39249,4
0,1,0,0,4,11,0,2,0,4,1,39,30024,3
0,2,0,0,0,14,2,3,4,1,0,40,10780,0
0,0,0,0,0,11,0,5,4,2,0,39,5389,0
0,1,0,0,4,0,0,4,4,2,0,39,10000,8
1,2,0,0,4,7,2,2,0,4,1,39,81500,10
1,2,0,0,1,15,1,2,0,4,1,39,71221,1
0,0,0,0,4,0,0,4,1,4,1,39,24600,6
0,0,0,0,4,11,0,4,1,4,0,39,13000,12
0,2,0,0,7,9,2,2,0,4,1,39,69578,4
0,1,0,0,4,9,2,2,0,4,1,39,48010,10
0,2,0,0,1,15,1,4,1,2,1,39,18200,3
1,2,0,0,4,15,1,2,0,4,1,39,31424,7
0,0,0,0,4,7,2,4,3,4,1,39,5600,6
0,0,0,0,4,15,1,4,3,4,1,39,8226,6
0,1,0,0,4,11,0,2,0,4,1,39,37000,3
0,1,0,0,4,11,0,4,1,4,0,39,32125,6
0,2,0,0,4,15,1,2,5,4,0,39,51552,13
0,1,0,0,4,15,1,2,0,3,1,39,18574,11
0,2,0,0,4,11,0,0,4,4,0,39,7617,12
0,2,0,0,2,11,0,2,0,4,1,39,53217,11
1,1,0,0,4,9,2,2,0,4,1,39,99999,4
0,0,0,0,2,15,1,4,3,4,0,39,6800,10
0,0,0,0,4,15,1,0,4,4,1,39,15005,1
1,1,0,0,4,15,1,5,2,0,0,39,15000,1
0,1,0,0,1,15,1,2,5,4,0,39,67116,10
0,2,0,0,2,15,1,2,0,4,1,39,85486,3
0,0,0,0,4,11,0,5,4,2,0,39,7800,8
0,0,0,0,4,11,0,4,1,4,0,39,5800,8
0,0,0,0,4,0,0,2,0,4,1,39,44074,7
1,2,0,0,4,11,0,0,4,4,0,39,18571,9
0,0,0,0,4,11,0,4,3,4,1,39,4784,7
0,2,0,0,4,9,2,0,1,4,0,39,16890,1
1,0,0,0,7,11,0,2,0,4,1,39,43010,11
0,1,0,0,4,11,0,5,4,2,0,39,7100,8
0,0,0,0,4,15,1,3,3,2,0,39,3726,12
1,0,0,0,7,9,2,4,1,4,0,39,17900,10
0,1,0,0,7,9,2,4,1,4,0,39,27418,10
1,1,0,0,4,11,0,4,1,4,1,39,33950,3
0,1,0,0,4,8,2,2,0,4,1,39,29726,4
0,2,0,0,4,1,0,0,1,4,0,39,10603,12
0,1,0,0,4,7,2,0,1,4,1,39,21592,3
1,2,0,0,4,8,2,2,0,4,1,39,28100,10
1,2,0,0,4,15,1,2,0,4,1,39,80900,12
0,2,0,0,1,15,1,2,0,4,1,39,99999,4
0,2,0,0,1,12,2,2,0,4,1,14,99999,10
0,1,0,0,4,11,0,2,0,4,1,8,26280,3
1,2,0,0,2,9,2,2,0,4,1,39,84415,1
1,0,0,0,4,15,1,4,1,4,1,39,20902,3
0,2,0,0,4,15,1,2,0,4,1,39,43676,1
0,0,0,0,4,11,0,2,0,4,1,39,19915,3
0,2,0,0,4,11,0,2,0,4,1,39,56157,4
1,1,0,0,2,7,2,2,0,4,1,39,62444,11
0,1,0,0,4,9,2,0,4,4,0,39,31425,4
0,1,0,0,4,11,0,2,0,4,1,39,70847,3
0,2,0,0,0,6,0,2,0,2,1,39,9100,0
0,0,0,0,0,11,0,4,3,2,1,39,2000,0
1,1,0,0,4,7,2,0,4,4,0,39,39010,10
0,0,0,0,4,9,2,2,0,4,1,39,39215,4
0,1,0,0,7,11,0,2,0,4,1,39,40315,10
0,0,0,0,4,0,0,2,0,4,1,39,8400,7
0,2,0,0,1,9,2,2,0,4,1,33,52500,4
0,0,0,0,4,9,2,4,1,4,0,39,46000,10
0,1,0,0,4,15,1,4,1,4,1,39,5200,7
0,0,0,0,4,1,0,5,1,4,1,39,13000,12
1,0,0,0,4,15,1,2,0,3,1,39,16700,5
0,1,0,0,4,9,2,4,1,4,1,39,12708,8
1,1,0,0,4,15,1,4,1,4,1,39,21026,1
0,0,0,0,4,11,0,4,4,2,1,39,1500,12
0,2,0,0,4,15,1,3,1,4,1,39,18916,1
1,1,0,0,2,7,2,2,0,1,1,39,47936,1
0,0,0,0,4,11,0,2,0,4,1,39,30024,12
1,1,0,0,4,8,2,0,1,4,1,39,47227,10
1,1,0,0,4,9,2,2,0,4,1,39,40020,1
1,2,0,0,4,15,1,2,0,4,1,39,7943,10
0,2,0,0,4,11,0,0,1,4,0,39,29700,1
1,1,0,0,4,7,2,2,0,4,1,11,97038,3
0,2,0,0,5,9,2,2,0,4,1,39,58907,12
1,2,0,0,6,15,1,0,4,4,0,39,7900,12
1,1,0,0,5,9,2,0,1,4,1,39,25200,12
1,2,0,0,6,11,0,2,0,4,1,39,40034,12
0,1,0,0,1,8,2,0,3,2,0,39,18013,1
1,2,0,0,4,11,0,2,5,2,0,39,44000,8
0,1,0,0,0,9,2,0,3,2,0,39,35000,0
1,2,0,0,2,11,0,0,4,2,0,39,11371,8
0,1,0,0,4,11,0,4,3,2,1,39,12060,8
1,1,0,0,4,7,2,4,1,4,0,39,10975,12
0,2,0,0,4,15,1,2,0,4,1,39,24370,11
1,1,0,0,4,15,1,2,0,4,1,39,47050,8
1,2,0,0,4,7,2,4,1,4,1,39,30006,13
0,1,0,0,4,11,0,2,0,3,1,33,25000,14
0,2,0,0,4,11,0,2,5,4,0,39,45156,12
1,0,0,0,4,9,2,2,0,4,1,39,39342,4
1,2,0,0,4,11,0,2,0,4,1,39,36525,14
1,1,0,0,4,1,0,2,0,4,1,39,64700,3
1,0,0,0,4,9,2,2,0,4,1,39,43461,10
0,2,0,0,4,9,2,0,4,4,0,39,45000,13
0,2,0,0,4,8,2,4,3,4,0,39,15180,8
0,1,0,0,4,11,0,0,3,4,0,39,16305,1
0,0,0,0,4,7,2,2,5,4,0,33,24005,8
0,2,0,0,4,15,1,2,0,4,1,39,75412,3
0,1,0,0,6,11,0,0,1,4,1,39,23410,14
0,1,0,0,4,11,0,4,1,4,1,39,25005,3
1,1,0,0,4,9,2,2,0,2,1,39,23366,12
0,2,0,0,0,15,1,2,0,3,1,33,17341,0
1,0,0,0,4,14,2,2,0,4,1,39,99166,10
0,2,0,0,0,2,0,0,1,4,1,2,2418,0
1,2,0,0,4,11,0,5,1,4,0,39,11726,8
0,1,0,0,4,11,0,0,4,4,0,39,1600,7
1,0,0,0,4,1,0,0,1,4,1,39,19000,3
0,0,0,0,4,11,0,4,4,4,0,39,10780,3
0,0,0,0,2,15,1,4,1,4,1,39,24200,11
1,0,0,0,4,11,0,2,0,4,1,39,23204,6
1,1,0,0,5,9,2,2,0,4,1,39,94000,4
1,1,0,0,4,11,0,2,0,4,1,39,19500,7
0,2,0,0,4,1,0,6,1,2,0,39,6390,7
0,0,0,0,4,11,0,4,1,4,0,39,12000,1
0,0,0,0,4,8,2,4,1,4,1,39,16150,6
0,0,0,0,4,11,0,4,1,4,0,39,8205,1
0,0,0,0,4,1,0,4,3,4,0,39,1200,12
0,1,0,0,4,11,0,2,0,4,1,39,65488,13
0,2,0,0,0,9,2,2,0,4,1,39,90000,0
1,0,0,0,4,11,0,2,0,4,1,39,39201,3
0,1,0,0,4,15,1,0,1,4,1,39,19955,12
1,0,0,0,4,9,2,0,1,4,0,39,53614,1
1,0,0,0,4,9,2,4,1,4,0,39,36030,12
0,0,0,0,4,11,0,4,1,4,0,39,28050,12
1,0,0,0,4,11,0,4,4,2,0,39,9000,10
0,2,0,0,4,11,0,2,0,4,1,39,21815,12
0,0,0,0,4,11,0,2,0,2,1,39,3647,7
1,0,0,0,4,11,0,2,0,2,1,39,26358,7
0,0,0,0,4,11,0,4,1,4,1,39,16800,7
1,0,0,0,4,9,2,2,0,4,1,39,57160,12
0,2,0,0,5,11,0,2,0,4,1,39,53803,12
0,1,0,0,4,7,2,0,3,4,0,39,18893,4
0,2,0,0,4,11,0,0,4,4,0,33,13000,8
0,0,0,0,4,11,0,3,2,2,0,33,8571,8
0,0,0,0,4,7,2,4,4,4,1,39,14721,7
0,0,0,0,0,9,2,4,1,4,1,39,3000,0
1,0,0,0,4,7,2,2,0,4,1,39,30522,10
1,1,0,0,4,15,1,4,1,4,1,24,20090,3
0,0,0,0,7,9,2,4,1,4,1,39,3935,13
0,1,0,0,1,12,2,2,0,4,1,39,61100,4
0,0,0,0,4,6,0,4,1,4,1,39,22010,12
1,0,0,0,4,11,0,4,1,4,0,39,14105,8
0,0,0,0,4,11,0,2,0,4,1,39,18000,14
